#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.57407  0.50328  0.75787  0.00000  0.00000  0.01847  0.01453
  3.69727  0.41212  0.84898  0.00000  0.00000 -0.00497  0.02740
  2.29250 -0.12050  0.94249  0.00000  0.57695 -0.01129 -0.00354
  5.01848  0.56502  0.70326  0.00000  0.00000  0.01680  0.01514
  5.01965  0.56211  0.69827  0.00000  0.00000 -0.02131  0.00568
  5.25359  0.53749  0.67976  0.00000  0.00000  0.07014 -0.04081
  3.42450  0.35642  0.86997  0.00000  0.00000 -0.02718  0.00288
  4.33048  0.47009  0.78388  0.00000  0.00000 -0.00262  0.00880
  4.49421  0.45186  0.76683  0.00000  0.00000  0.01446 -0.02776
  4.49062  0.48986  0.76414  0.00000  0.00000 -0.01181  0.00727
  5.21421  0.53132  0.67820  0.00000  0.00000  0.01860 -0.04897
  5.31081  0.57625  0.66894  0.00000  0.00000  0.04110 -0.01580
  4.82121  0.53046  0.72551  0.00000  0.00000 -0.00251  0.00737
  3.92482  0.42221  0.83044  0.00000  0.00000  0.02543  0.01310
  1.80707  0.60184  0.93145  0.00000  0.00000 -0.01307  0.00856
  4.61662  0.52013  0.74808  0.00000  0.00000 -0.02098  0.02077
  4.48336  0.47359  0.76721  0.00000  0.00000  0.00694 -0.00567
  3.37951  0.31303  0.87603  0.00000  0.00000  0.00548 -0.03098
  0.38767  0.66544  0.93771  0.00000  0.00000  0.01072 -0.00669
  5.15175  0.59016  0.68526  0.00000  0.00000  0.01064  0.01944
  4.63775  0.52112  0.74962  0.00000  0.00000  0.01333  0.02388
  4.84439  0.46657  0.72528  0.00000  0.00000  0.01888 -0.05690
  5.42142  0.54900  0.64852  0.00000  0.00000 -0.01247 -0.07065
  2.97490  0.28181  0.90301  0.00000  0.00000 -0.00270 -0.02112
  5.42771  0.63638  0.65632  0.00000  0.00000  0.05669  0.02786
  4.74436  0.47716  0.73733  0.00000  0.00000  0.01714 -0.03247
  4.73359  0.53027  0.73809  0.00000  0.00000  0.01252  0.02152
  4.47335  0.48731  0.77196  0.00000  0.00000  0.03718  0.01347
  4.02021  0.41006  0.81779  0.00000  0.00000 -0.00414 -0.01347
  2.89020  0.29039  0.90657  0.00000  0.00000 -0.01767 -0.00903
  4.53354  0.47816  0.76073  0.00000  0.00000  0.00219 -0.00794
  4.16485  0.44100  0.80496  0.00000  0.00000  0.02009  0.00281
  4.61575  0.48772  0.75123  0.00000  0.00000  0.00505 -0.00829
  4.99348  0.57474  0.70532  0.00000  0.00000  0.00776  0.02774
  4.74890  0.47638  0.74266  0.00000  0.00000  0.06566 -0.02779
  3.77817  0.38952  0.84134  0.00000  0.00000 -0.00793 -0.00556
  3.47971  0.35405  0.86765  0.00000  0.00000 -0.00137 -0.00306
  4.38880  0.40808  0.77618  0.00000  0.00000 -0.01107 -0.06165
  2.73272  0.32766  0.91372  0.00000  0.00000 -0.01026  0.02669
  5.48876  0.66738  0.64449  0.00000  0.00000  0.02200  0.04025
  4.17377  0.43645  0.80239  0.00000  0.00000  0.00564 -0.00469
  5.04956  0.54712  0.70039  0.00000  0.00000  0.02478 -0.00651
  4.64682  0.53383  0.75009  0.00000  0.00000  0.02647  0.03691
  5.49671  0.58616  0.64090  0.00000  0.00000 -0.00052 -0.04455
  3.23310  0.30763  0.88605  0.00000  0.00000 -0.00980 -0.02038
  4.55741  0.47292  0.75884  0.00000  0.00000  0.01003 -0.01507
  5.30288  0.54867  0.66039  0.00000  0.00000 -0.03502 -0.05436
  2.98406  0.31957  0.90250  0.00000  0.00000 -0.00279  0.01608
  5.39847  0.59822  0.64868  0.00000  0.00000 -0.03416 -0.02133
  5.07659  0.49479  0.69808  0.00000  0.00000  0.03428 -0.06180
  2.98436  0.31862  0.90156  0.00000  0.00000 -0.01945  0.01416
  5.33440  0.53768  0.65882  0.00000  0.00000 -0.01551 -0.06825
  4.22303  0.46119  0.79780  0.00000  0.00000  0.01324  0.01479
  5.14796  0.58614  0.68471  0.00000  0.00000  0.00245  0.01481
  4.42902  0.45930  0.77351  0.00000  0.00000  0.00622 -0.01302
  4.97519  0.51091  0.70401  0.00000  0.00000 -0.02053 -0.03788
  4.93744  0.55979  0.70926  0.00000  0.00000 -0.01674  0.01752
  3.09223  0.29818  0.89771  0.00000  0.00000  0.02210 -0.01213
  4.49440  0.52770  0.76418  0.00000  0.00000 -0.00769  0.04516
  5.31230  0.65340  0.65572  0.00000  0.00000 -0.06333  0.04378
  4.76730  0.49452  0.73594  0.00000  0.00000  0.02887 -0.01676
  4.62916  0.55172  0.75050  0.00000  0.00000  0.01226  0.05512
  3.12978  0.30037  0.89328  0.00000  0.00000 -0.01061 -0.01619
  5.02119  0.52252  0.70568  0.00000  0.00000  0.03816 -0.02412
  5.36887  0.67876  0.65923  0.00000  0.00000  0.02222  0.07350
  3.59343  0.38327  0.85601  0.00000  0.00000 -0.02847  0.00851
  2.71109  0.30181  0.91521  0.00000  0.00000  0.00889 -0.00150
  3.02352  0.31698  0.90030  0.00000  0.00000 -0.00236  0.01056
  5.39817  0.64653  0.64989  0.00000  0.00000 -0.02452  0.02773
  3.76603  0.40426  0.84446  0.00000  0.00000  0.01388  0.01311
  5.38017  0.58934  0.65096  0.00000  0.00000 -0.03380 -0.02783
  4.74069  0.44580  0.73570  0.00000  0.00000  0.00030 -0.06575
  2.93188  0.31912  0.90512  0.00000  0.00000 -0.00478  0.01836
  5.35849  0.44531  0.66163  0.00000  0.00000  0.03058 -0.15590
  4.49191  0.46631  0.76676  0.00000  0.00000  0.01161 -0.01337
  4.02315  0.44613  0.81817  0.00000  0.00000  0.00249  0.02288
  5.20841  0.52466  0.67614  0.00000  0.00000 -0.00305 -0.05784
  5.23955  0.61324  0.67668  0.00000  0.00000  0.03198  0.03169
  5.39786  0.60517  0.64919  0.00000  0.00000 -0.03058 -0.01406
  5.31591  0.52371  0.66358  0.00000  0.00000  0.00381 -0.07460
  5.43372  0.52797  0.64823  0.00000  0.00000 -0.00259 -0.09199
  4.19339  0.46020  0.80072  0.00000  0.00000  0.01010  0.01715
  5.27739  0.58622  0.66566  0.00000  0.00000 -0.01736 -0.01155
  4.14779  0.41810  0.80381  0.00000  0.00000 -0.00740 -0.02141
  2.73020  0.30324  0.91343  0.00000  0.00000 -0.02024  0.00282
  4.05870  0.44184  0.81095  0.00000  0.00000 -0.03051  0.00999
  2.47465  0.33490  0.92181  0.00000  0.00000  0.00130 -0.00170
  4.01998  0.44994  0.81483  0.00000  0.00000 -0.03295  0.02331
  1.08298  0.62261  0.93529  0.00000  0.00000 -0.01306 -0.02386
  3.26836  0.35578  0.88467  0.00000  0.00000  0.00701  0.02578
  5.27006  0.61282  0.66814  0.00000  0.00000 -0.00591  0.01964
  2.93426  0.29675  0.90494  0.00000  0.00000 -0.00616 -0.00421
  3.59655  0.35523  0.85818  0.00000  0.00000 -0.00015 -0.01555
  4.47697  0.48748  0.76873  0.00000  0.00000  0.01363  0.00963
  5.01768  0.55438  0.70522  0.00000  0.00000  0.03120  0.00728
  5.05078  0.57104  0.69802  0.00000  0.00000  0.00800  0.01440
  5.44761  0.67212  0.64992  0.00000  0.00000  0.02521  0.05334
  5.49277  0.67616  0.64487  0.00000  0.00000  0.02892  0.04988
  4.28028  0.47530  0.78962  0.00000  0.00000 -0.00271  0.02036
  4.43957  0.47359  0.77030  0.00000  0.00000 -0.01046 -0.00245
  3.97805  0.43370  0.81944  0.00000  0.00000 -0.03001  0.01140
  5.49324  0.70971  0.64503  0.00000  0.00000  0.03061  0.08380
  3.31788  0.32835  0.87963  0.00000  0.00000 -0.00994 -0.00932
  5.06164  0.54712  0.69806  0.00000  0.00000  0.01917 -0.00948
  5.07058  0.60949  0.69152  0.00000  0.00000 -0.02200  0.04549
  4.14962  0.43988  0.80490  0.00000  0.00000  0.00434  0.00162
  4.24496  0.45954  0.79270  0.00000  0.00000 -0.01046  0.00767
  5.38267  0.61303  0.65474  0.00000  0.00000 -0.00050  0.00162
  5.19604  0.64793  0.67921  0.00000  0.00000  0.00838  0.06869
  4.78856  0.54592  0.72801  0.00000  0.00000 -0.01493  0.02578
  4.65384  0.50609  0.74457  0.00000  0.00000 -0.01296  0.00335
  5.33560  0.59954  0.66277  0.00000  0.00000  0.01767 -0.00076
  5.45389  0.54949  0.64946  0.00000  0.00000  0.02766 -0.06957
  5.28386  0.61884  0.66906  0.00000  0.00000  0.01514  0.02695
  3.64954  0.37698  0.85427  0.00000  0.00000  0.00713 -0.00011
  5.41110  0.60208  0.65148  0.00000  0.00000  0.00139 -0.01422
  5.28011  0.58463  0.67162  0.00000  0.00000  0.03205 -0.00371
  4.07325  0.40542  0.80989  0.00000  0.00000 -0.02556 -0.02809
  5.18552  0.55650  0.68291  0.00000  0.00000  0.02599 -0.01731
  4.70613  0.44286  0.73635  0.00000  0.00000 -0.02896 -0.06794
  5.22966  0.61059  0.67294  0.00000  0.00000 -0.00717  0.02301
  5.19218  0.65391  0.67697  0.00000  0.00000 -0.01333  0.07285
  4.58358  0.51138  0.75343  0.00000  0.00000 -0.00852  0.01710
  4.20342  0.44420  0.79638  0.00000  0.00000 -0.01927 -0.00355
 -1.98986  0.80210  0.94096  0.00000  0.00000  0.00202  0.00527
  5.31315  0.57771  0.66524  0.00000  0.00000  0.01470 -0.01981
  4.09706  0.43240  0.81058  0.00000  0.00000  0.00451 -0.00003
  4.07433  0.40029  0.81432  0.00000  0.00000  0.01660 -0.02696
  4.89685  0.53560  0.71878  0.00000  0.00000  0.01882  0.00442
  3.40850  0.34976  0.87515  0.00000  0.00000  0.02304  0.00440
  4.72808  0.52192  0.73772  0.00000  0.00000  0.00393  0.01277
  4.05324  0.41950  0.81714  0.00000  0.00000  0.02242 -0.00457
  3.75604  0.38576  0.84504  0.00000  0.00000  0.01019 -0.00464
  5.32481  0.53527  0.65980  0.00000  0.00000 -0.01742 -0.06896
  2.81107  0.30156  0.91104  0.00000  0.00000  0.00255  0.00160
 -0.05177  0.69149  0.93870  0.00000  0.00000  0.00431  0.00285
  4.72365  0.51668  0.74202  0.00000  0.00000  0.03524  0.01164
  5.08808  0.52346  0.69031  0.00000  0.00000 -0.01373 -0.04178
  3.63254  0.36764  0.85537  0.00000  0.00000  0.00306 -0.00804
  4.03219  0.40551  0.81787  0.00000  0.00000  0.00863 -0.01797
  4.29416  0.41760  0.78827  0.00000  0.00000 -0.00080 -0.03869
  3.53613  0.35124  0.86432  0.00000  0.00000  0.01322 -0.01036
  4.81921  0.49878  0.72558  0.00000  0.00000 -0.00403 -0.02421
  3.85209  0.39570  0.83646  0.00000  0.00000  0.01412 -0.00518
  3.41645  0.36483  0.87088  0.00000  0.00000 -0.02374  0.01281
  4.93134  0.55453  0.71268  0.00000  0.00000  0.00471  0.01637
  4.88602  0.57175  0.71778  0.00000  0.00000  0.00025  0.03973
  2.81712  0.31988  0.91102  0.00000  0.00000  0.00821  0.01995
  4.04951  0.42341  0.81648  0.00000  0.00000  0.01236 -0.00138
  3.80819  0.39651  0.83763  0.00000  0.00000 -0.01771 -0.00277
  4.42649  0.47979  0.76950  0.00000  0.00000 -0.03033  0.00269
  5.21712  0.60452  0.67887  0.00000  0.00000  0.02694  0.02471
  4.56715  0.45657  0.75653  0.00000  0.00000  0.00026 -0.03330
  3.18562  0.34925  0.88927  0.00000  0.00000 -0.01307  0.02646
  4.23756  0.45142  0.79697  0.00000  0.00000  0.02020  0.00412
  3.95724  0.43854  0.82604  0.00000  0.00000  0.01331  0.02475
  4.18587  0.43402  0.80056  0.00000  0.00000  0.00114 -0.00922
  4.95956  0.56130  0.71005  0.00000  0.00000  0.01186  0.01985
  3.14369  0.31094  0.89309  0.00000  0.00000  0.00042 -0.00601
  4.85550  0.56937  0.71919  0.00000  0.00000 -0.01947  0.03891
  4.19230  0.46721  0.80185  0.00000  0.00000  0.01925  0.02544
  5.07579  0.56472  0.68983  0.00000  0.00000 -0.03007 -0.00083
  4.13406  0.42308  0.80568  0.00000  0.00000 -0.00408 -0.01428
  3.76330  0.39111  0.84304  0.00000  0.00000 -0.00418 -0.00184
  3.03362  0.29537  0.90081  0.00000  0.00000  0.01656 -0.01027
  4.25439  0.47136  0.79202  0.00000  0.00000 -0.00701  0.01846
  5.21228  0.67837  0.67359  0.00000  0.00000 -0.01977  0.09234
  4.22617  0.40081  0.79888  0.00000  0.00000  0.02619 -0.04435
  4.17834  0.40452  0.80161  0.00000  0.00000  0.00312 -0.03752
