#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.57197  0.50731  0.76132  0.00000  0.00000  0.01845  0.01451
  3.68649  0.42667  0.85352  0.00000  0.00000 -0.00496  0.02736
  2.07565 -0.10504  0.94834  0.00000  0.57695 -0.01055 -0.00341
  5.01659  0.57139  0.70613  0.00000  0.00000  0.01679  0.01510
  5.01864  0.56777  0.70109  0.00000  0.00000 -0.02130  0.00568
  5.25004  0.54285  0.68240  0.00000  0.00000  0.07001 -0.04067
  3.41594  0.37459  0.87479  0.00000  0.00000 -0.02713  0.00288
  4.32535  0.47755  0.78762  0.00000  0.00000 -0.00262  0.00876
  4.49132  0.45722  0.77037  0.00000  0.00000  0.01444 -0.02770
  4.48836  0.49401  0.76766  0.00000  0.00000 -0.01180  0.00725
  5.21099  0.53671  0.68083  0.00000  0.00000  0.01857 -0.04881
  5.30657  0.58077  0.67147  0.00000  0.00000  0.04101 -0.01574
  4.81960  0.53572  0.72861  0.00000  0.00000 -0.00251  0.00737
  3.91459  0.43526  0.83475  0.00000  0.00000  0.02538  0.01308
  1.80461  0.62676  0.93714  0.00000  0.00000 -0.01306  0.00856
  4.61532  0.52285  0.75142  0.00000  0.00000 -0.02097  0.02075
  4.48047  0.47899  0.77076  0.00000  0.00000  0.00693 -0.00566
  3.37498  0.33189  0.88094  0.00000  0.00000  0.00547 -0.03096
  0.34946  0.67698  0.94349  0.00000  0.00000  0.01063 -0.00663
  5.14856  0.59653  0.68795  0.00000  0.00000  0.01063  0.01937
  4.63637  0.52490  0.75297  0.00000  0.00000  0.01332  0.02386
  4.84282  0.47189  0.72837  0.00000  0.00000  0.01887 -0.05685
  5.41878  0.55484  0.65087  0.00000  0.00000 -0.01245 -0.07049
  2.96409  0.31335  0.90829  0.00000  0.00000 -0.00269 -0.02109
  5.42281  0.64264  0.65875  0.00000  0.00000  0.05656  0.02774
  4.74287  0.48199  0.74055  0.00000  0.00000  0.01712 -0.03244
  4.73195  0.53516  0.74132  0.00000  0.00000  0.01251  0.02150
  4.46927  0.49385  0.77556  0.00000  0.00000  0.03711  0.01343
  4.01124  0.42148  0.82194  0.00000  0.00000 -0.00411 -0.01333
  2.87685  0.32524  0.91189  0.00000  0.00000 -0.01761 -0.00902
  4.53084  0.48308  0.76421  0.00000  0.00000  0.00219 -0.00793
  4.15711  0.45103  0.80895  0.00000  0.00000  0.02000  0.00279
  4.61498  0.49086  0.75461  0.00000  0.00000  0.00504 -0.00829
  4.99076  0.58144  0.70821  0.00000  0.00000  0.00775  0.02770
  4.74685  0.48126  0.74594  0.00000  0.00000  0.06560 -0.02775
  3.76772  0.40300  0.84578  0.00000  0.00000 -0.00791 -0.00555
