#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.65103  0.57444  0.75446  0.00000  0.00000  0.01916  0.01532
  3.86952  0.52114  0.82276  0.00000  0.00000 -0.00515  0.02802
  0.70956  0.04479  0.88851  0.00000  0.57695 -0.00806 -0.00265
  5.05394  0.62858  0.71140  0.00000  0.00000  0.01716  0.01581
  5.05261  0.62475  0.70739  0.00000  0.00000 -0.02173  0.00592
  5.27696  0.59451  0.69238  0.00000  0.00000  0.07099 -0.04174
  3.64367  0.48643  0.83789  0.00000  0.00000 -0.02852  0.00297
  4.42903  0.54716  0.77439  0.00000  0.00000 -0.00277  0.00954
  4.57872  0.52209  0.76136  0.00000  0.00000  0.01507 -0.02951
  4.57151  0.56190  0.75930  0.00000  0.00000 -0.01229  0.00771
  5.23502  0.58814  0.69110  0.00000  0.00000  0.01881 -0.05000
  5.32313  0.63042  0.68351  0.00000  0.00000  0.04135 -0.01598
  4.86891  0.59699  0.72915  0.00000  0.00000 -0.00256  0.00759
  4.06782  0.51825  0.80921  0.00000  0.00000  0.02666  0.01429
  1.99725  0.69784  0.88097  0.00000  0.00000 -0.01352  0.00884
  4.68350  0.58974  0.74686  0.00000  0.00000 -0.02164  0.02172
  4.56798  0.54517  0.76166  0.00000  0.00000  0.00723 -0.00603
  3.60380  0.44936  0.84222  0.00000  0.00000  0.00576 -0.03192
  0.67708  0.72906  0.88525  0.00000  0.00000  0.01143 -0.00713
  5.17902  0.65238  0.69685  0.00000  0.00000  0.01080  0.02001
  4.70733  0.59170  0.74805  0.00000  0.00000  0.01376  0.02500
  4.89250  0.53111  0.72896  0.00000  0.00000  0.01927 -0.05853
  5.42262  0.60269  0.66660  0.00000  0.00000 -0.01247 -0.07072
  3.20135  0.47221  0.86127  0.00000  0.00000 -0.00285 -0.02181
  5.43184  0.69009  0.67309  0.00000  0.00000  0.05681  0.02795
  4.80245  0.54372  0.73845  0.00000  0.00000  0.01758 -0.03366
  4.79196  0.59908  0.73905  0.00000  0.00000  0.01285  0.02232
  4.56350  0.56176  0.76530  0.00000  0.00000  0.03888  0.01439
  4.14433  0.49569  0.79986  0.00000  0.00000 -0.00447 -0.01541
