#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.47849  0.47822  0.78908  0.00000  0.00000  0.01762  0.01355
  3.54552  0.35565  0.90565  0.00000  0.00000 -0.00481  0.02686
  2.36070 -0.13011  1.03269  0.00000  0.57695 -0.01153 -0.00357
  4.96825  0.55130  0.72224  0.00000  0.00000  0.01646  0.01453
  4.97516  0.54864  0.71625  0.00000  0.00000 -0.02077  0.00547
  5.22612  0.52823  0.69414  0.00000  0.00000  0.06913 -0.03973
  3.26817  0.28204  0.93349  0.00000  0.00000 -0.02622  0.00282
  4.21753  0.43570  0.82169  0.00000  0.00000 -0.00246  0.00795
  4.39192  0.42716  0.80025  0.00000  0.00000  0.01372 -0.02563
  4.39191  0.46312  0.79690  0.00000  0.00000 -0.01122  0.00673
  5.18846  0.52198  0.69229  0.00000  0.00000  0.01835 -0.04770
  5.29039  0.56573  0.68131  0.00000  0.00000  0.04067 -0.01551
  4.75179  0.51375  0.74922  0.00000  0.00000 -0.00244  0.00707
  3.78190  0.37277  0.88139  0.00000  0.00000  0.02469  0.01286
  1.58654  0.44589  1.01728  0.00000  0.00000 -0.01257  0.00824
  4.53036  0.49715  0.77694  0.00000  0.00000 -0.02013  0.01954
  4.38128  0.44694  0.80073  0.00000  0.00000  0.00658 -0.00523
  3.21862  0.23203  0.94160  0.00000  0.00000  0.00528 -0.03031
  0.13443  0.65944  1.02600  0.00000  0.00000  0.01010 -0.00630
  5.12035  0.58106  0.70068  0.00000  0.00000  0.01046  0.01878
  4.54928  0.49770  0.77884  0.00000  0.00000  0.01277  0.02245
  4.77468  0.45239  0.74893  0.00000  0.00000  0.01832 -0.05455
  5.41634  0.54025  0.65734  0.00000  0.00000 -0.01244 -0.07035
  2.82132  0.15536  0.97808  0.00000  0.00000 -0.00260 -0.02066
  5.41638  0.62646  0.66647  0.00000  0.00000  0.05639  0.02759
  4.66478  0.46040  0.76369  0.00000  0.00000  0.01653 -0.03084
  4.65323  0.51073  0.76463  0.00000  0.00000  0.01207  0.02042
  4.36623  0.45763  0.80668  0.00000  0.00000  0.03516  0.01237
  3.88437  0.36766  0.86500  0.00000  0.00000 -0.00398 -0.01297
  2.74409  0.15729  0.98294  0.00000  0.00000 -0.01700 -0.00884
  4.43659  0.45381  0.79265  0.00000  0.00000  0.00209 -0.00738
  4.03586  0.40016  0.84850  0.00000  0.00000  0.01853  0.00245
  4.52667  0.46562  0.78084  0.00000  0.00000  0.00483 -0.00779
  4.94092  0.56094  0.72473  0.00000  0.00000  0.00760  0.02694
  4.66286  0.45832  0.77025  0.00000  0.00000  0.06315 -0.02629
  3.63017  0.33653  0.89562  0.00000  0.00000 -0.00768 -0.00545
  3.32310  0.28241  0.93039  0.00000  0.00000 -0.00132 -0.00300
  4.28110  0.38347  0.81198  0.00000  0.00000 -0.01043 -0.05626
  2.60244  0.17599  0.99275  0.00000  0.00000 -0.00990  0.02618
  5.48642  0.65729  0.65264  0.00000  0.00000  0.02198  0.04018
  4.04782  0.39826  0.84521  0.00000  0.00000  0.00522 -0.00411
  5.00114  0.53457  0.71879  0.00000  0.00000  0.02419 -0.00613
  4.55759  0.50933  0.77943  0.00000  0.00000  0.02537  0.03469
  5.49635  0.57779  0.64846  0.00000  0.00000 -0.00052 -0.04454
  3.06467  0.21113  0.95507  0.00000  0.00000 -0.00941 -0.01990
  4.46138  0.44994  0.79029  0.00000  0.00000  0.00956 -0.01404
  5.28963  0.53935  0.67125  0.00000  0.00000 -0.03478 -0.05369
  2.82956  0.19338  0.97738  0.00000  0.00000 -0.00268  0.01572
  5.39334  0.58912  0.65752  0.00000  0.00000 -0.03407 -0.02124
  5.03101  0.48489  0.71602  0.00000  0.00000  0.03340 -0.05850
  2.82877  0.19454  0.97611  0.00000  0.00000 -0.01869  0.01385
  5.32269  0.52802  0.66939  0.00000  0.00000 -0.01541 -0.06754
  4.10000  0.42122  0.83936  0.00000  0.00000  0.01229  0.01308
  5.11700  0.57729  0.70002  0.00000  0.00000  0.00241  0.01432
  4.32199  0.43164  0.80863  0.00000  0.00000  0.00587 -0.01193
  4.92486  0.49899  0.72316  0.00000  0.00000 -0.02011 -0.03683
