#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.44787  0.51469  0.81288  0.00000  0.00000  0.01735  0.01323
  3.48638  0.42080  0.93607  0.00000  0.00000 -0.00475  0.02665
  1.39831 -0.05122  1.07146  0.00000  0.57695 -0.00924 -0.00303
  4.94877  0.58305  0.74267  0.00000  0.00000  0.01633  0.01437
  4.95680  0.58105  0.73638  0.00000  0.00000 -0.02061  0.00541
  5.21494  0.56323  0.71324  0.00000  0.00000  0.06872 -0.03928
  3.21946  0.37280  0.96563  0.00000  0.00000 -0.02592  0.00280
  4.17891  0.48208  0.84724  0.00000  0.00000 -0.00241  0.00766
  4.35951  0.46543  0.82464  0.00000  0.00000  0.01348 -0.02496
  4.36110  0.49977  0.82111  0.00000  0.00000 -0.01104  0.00656
  5.17918  0.55745  0.71130  0.00000  0.00000  0.01826 -0.04724
  5.28762  0.60359  0.69982  0.00000  0.00000  0.04062 -0.01547
  4.72825  0.54612  0.77098  0.00000  0.00000 -0.00241  0.00696
  3.72809  0.43124  0.91035  0.00000  0.00000  0.02441  0.01277
  1.63834  0.65713  1.05496  0.00000  0.00000 -0.01269  0.00831
  4.50316  0.53136  0.80010  0.00000  0.00000 -0.01986  0.01915
  4.34868  0.48494  0.82515  0.00000  0.00000  0.00647 -0.00509
  3.17353  0.33303  0.97425  0.00000  0.00000  0.00522 -0.03012
  0.03470  0.70945  1.06429  0.00000  0.00000  0.00986 -0.00615
  5.10626  0.61272  0.72008  0.00000  0.00000  0.01038  0.01849
  4.52087  0.53244  0.80211  0.00000  0.00000  0.01260  0.02199
  4.75090  0.48571  0.77067  0.00000  0.00000  0.01813 -0.05375
  5.41238  0.57035  0.67478  0.00000  0.00000 -0.01241 -0.07011
  2.72157  0.32398  1.01311  0.00000  0.00000 -0.00253 -0.02035
  5.40971  0.65870  0.68431  0.00000  0.00000  0.05621  0.02744
  4.63851  0.49479  0.78617  0.00000  0.00000  0.01633 -0.03030
  4.62710  0.54403  0.78715  0.00000  0.00000  0.01192  0.02007
  4.33323  0.49483  0.83141  0.00000  0.00000  0.03454  0.01203
  3.83593  0.42004  0.89300  0.00000  0.00000 -0.00394 -0.01289
  2.63330  0.33802  1.01829  0.00000  0.00000 -0.01650 -0.00870
  4.40658  0.48960  0.81663  0.00000  0.00000  0.00206 -0.00721
  3.99026  0.45101  0.87555  0.00000  0.00000  0.01822  0.00235
  4.49840  0.50055  0.80421  0.00000  0.00000  0.00477 -0.00763
  4.92135  0.59265  0.74528  0.00000  0.00000  0.00753  0.02665
  4.63551  0.49245  0.79307  0.00000  0.00000  0.06235 -0.02581
  3.57351  0.39904  0.92543  0.00000  0.00000 -0.00759 -0.00541
  3.27111  0.36855  0.96234  0.00000  0.00000 -0.00130 -0.00298
  4.24719  0.42381  0.83700  0.00000  0.00000 -0.01024 -0.05456
  2.46289  0.38650  1.02876  0.00000  0.00000 -0.00952  0.02562
  5.48393  0.68761  0.66987  0.00000  0.00000  0.02195  0.04010
  4.00610  0.44521  0.87208  0.00000  0.00000  0.00508 -0.00392
  4.98240  0.56642  0.73905  0.00000  0.00000  0.02401 -0.00606
  4.52914  0.54353  0.80272  0.00000  0.00000  0.02502  0.03399
  5.49673  0.60840  0.66550  0.00000  0.00000 -0.00052 -0.04455
  3.01182  0.33390  0.98859  0.00000  0.00000 -0.00929 -0.01975
  4.43109  0.48630  0.81415  0.00000  0.00000  0.00942 -0.01371
  5.28353  0.57301  0.68930  0.00000  0.00000 -0.03467 -0.05339
  2.73184  0.35951  1.01237  0.00000  0.00000 -0.00261  0.01550
  5.38930  0.61910  0.67496  0.00000  0.00000 -0.03400 -0.02117
  5.01223  0.51876  0.73615  0.00000  0.00000  0.03315 -0.05714
  2.73466  0.35760  1.01101  0.00000  0.00000 -0.01823  0.01366
  5.31647  0.56084  0.68736  0.00000  0.00000 -0.01537 -0.06715
  4.05852  0.46498  0.86590  0.00000  0.00000  0.01197  0.01251
  5.10344  0.60885  0.71940  0.00000  0.00000  0.00239  0.01410
  4.28762  0.47115  0.83347  0.00000  0.00000  0.00576 -0.01157
  4.90553  0.53130  0.74363  0.00000  0.00000 -0.01995 -0.03642
  4.86192  0.57752  0.75027  0.00000  0.00000 -0.01622  0.01677
  2.84606  0.33369  1.00541  0.00000  0.00000  0.02077 -0.01170
  4.36449  0.53401  0.82117  0.00000  0.00000 -0.00719  0.04077
  5.29603  0.67520  0.68357  0.00000  0.00000 -0.06281  0.04313
  4.66267  0.51095  0.78438  0.00000  0.00000  0.02754 -0.01567
  4.51215  0.55948  0.80325  0.00000  0.00000  0.01159  0.05073
  2.89270  0.33189  0.99901  0.00000  0.00000 -0.01000 -0.01565
  4.94774  0.54252  0.74573  0.00000  0.00000  0.03705 -0.02282
  5.35029  0.69986  0.68787  0.00000  0.00000  0.02202  0.07231
  3.38129  0.39308  0.94592  0.00000  0.00000 -0.02716  0.00827
  2.43716  0.36553  1.03096  0.00000  0.00000  0.00824 -0.00143
  2.77482  0.35471  1.00917  0.00000  0.00000 -0.00221  0.01019
  5.38729  0.66624  0.67644  0.00000  0.00000 -0.02439  0.02747
  3.55805  0.41292  0.92977  0.00000  0.00000  0.01328  0.01276
  5.36810  0.61007  0.67774  0.00000  0.00000 -0.03360 -0.02754
  4.63755  0.46539  0.78407  0.00000  0.00000  0.00029 -0.06147
  2.67603  0.36365  1.01619  0.00000  0.00000 -0.00447  0.01768
  5.33747  0.47223  0.69083  0.00000  0.00000  0.03027 -0.15302
  4.35745  0.47846  0.82456  0.00000  0.00000  0.01082 -0.01202
  3.83855  0.45424  0.89351  0.00000  0.00000  0.00238  0.02182
  5.17707  0.55141  0.70874  0.00000  0.00000 -0.00300 -0.05600
  5.20654  0.63738  0.70941  0.00000  0.00000  0.03142  0.03066
  5.38793  0.62568  0.67559  0.00000  0.00000 -0.03043 -0.01394
  5.29460  0.55027  0.69322  0.00000  0.00000  0.00376 -0.07315
  5.42507  0.54951  0.67442  0.00000  0.00000 -0.00258 -0.09133
  4.02706  0.46494  0.86983  0.00000  0.00000  0.00910  0.01439
  5.25641  0.61015  0.69577  0.00000  0.00000 -0.01717 -0.01132
  3.97678  0.43139  0.87400  0.00000  0.00000 -0.00668 -0.01816
  2.46182  0.36247  1.02833  0.00000  0.00000 -0.01878  0.00270
  3.88187  0.45054  0.88368  0.00000  0.00000 -0.02828  0.00920
