#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.64657  0.51592  0.73564  0.00000  0.00000  0.01912  0.01527
  3.80445  0.45206  0.81034  0.00000  0.00000 -0.00508  0.02778
  2.13793 -0.10890  0.88397  0.00000  0.57695 -0.01076 -0.00345
  5.05058  0.57436  0.68944  0.00000  0.00000  0.01712  0.01575
  5.04735  0.56972  0.68517  0.00000  0.00000 -0.02166  0.00588
  5.27256  0.54356  0.66923  0.00000  0.00000  0.07083 -0.04156
  3.54178  0.40797  0.82713  0.00000  0.00000 -0.02790  0.00293
  4.41548  0.48738  0.75727  0.00000  0.00000 -0.00275  0.00944
  4.57161  0.46337  0.74312  0.00000  0.00000  0.01502 -0.02936
  4.56557  0.50275  0.74088  0.00000  0.00000 -0.01226  0.00768
  5.23218  0.53754  0.66789  0.00000  0.00000  0.01878 -0.04986
  5.32305  0.58248  0.65986  0.00000  0.00000  0.04135 -0.01598
  4.87084  0.54245  0.70840  0.00000  0.00000 -0.00257  0.00759
  4.02638  0.45541  0.79538  0.00000  0.00000  0.02596  0.01364
  1.86626  0.63947  0.87544  0.00000  0.00000 -0.01320  0.00865
  4.68135  0.53253  0.72744  0.00000  0.00000 -0.02162  0.02169
  4.56077  0.48638  0.74344  0.00000  0.00000  0.00721 -0.00600
  3.50481  0.36842  0.83195  0.00000  0.00000  0.00563 -0.03151
  0.50713  0.67588  0.88028  0.00000  0.00000  0.01102 -0.00687
  5.17276  0.59889  0.67398  0.00000  0.00000  0.01077  0.01988
  4.70496  0.53427  0.72873  0.00000  0.00000  0.01375  0.02496
  4.89450  0.47644  0.70820  0.00000  0.00000  0.01928 -0.05859
  5.42501  0.55579  0.64205  0.00000  0.00000 -0.01249 -0.07086
  3.09481  0.36277  0.85325  0.00000  0.00000 -0.00278 -0.02148
  5.43405  0.64434  0.64888  0.00000  0.00000  0.05687  0.02800
  4.80287  0.48794  0.71839  0.00000  0.00000  0.01758 -0.03367
  4.79228  0.54330  0.71903  0.00000  0.00000  0.01285  0.02232
  4.55441  0.50207  0.74738  0.00000  0.00000  0.03871  0.01430
  4.11661  0.43730  0.78510  0.00000  0.00000 -0.00440 -0.01498
  3.00751  0.37771  0.85604  0.00000  0.00000 -0.01820 -0.00919
  4.60756  0.48920  0.73804  0.00000  0.00000  0.00227 -0.00837
  4.25834  0.46516  0.77462  0.00000  0.00000  0.02122  0.00307
  4.68397  0.49908  0.73009  0.00000  0.00000  0.00521 -0.00868
  5.02697  0.58463  0.69121  0.00000  0.00000  0.00789  0.02880
  4.81196  0.48769  0.72288  0.00000  0.00000  0.06750 -0.02889
  3.88295  0.42581  0.80418  0.00000  0.00000 -0.00810 -0.00563
  3.59621  0.40297  0.82528  0.00000  0.00000 -0.00140 -0.00311
  4.47043  0.41788  0.75089  0.00000  0.00000 -0.01154 -0.06574
  2.84491  0.42594  0.86164  0.00000  0.00000 -0.01057  0.02714
  5.49066  0.67240  0.63852  0.00000  0.00000  0.02202  0.04031
  4.26589  0.45897  0.77251  0.00000  0.00000  0.00595 -0.00512
  5.07892  0.55519  0.68698  0.00000  0.00000  0.02520 -0.00674
  4.71488  0.54745  0.72913  0.00000  0.00000  0.02731  0.03859
  5.49668  0.59330  0.63537  0.00000  0.00000 -0.00052 -0.04455
  3.36111  0.37066  0.83989  0.00000  0.00000 -0.01010 -0.02074
  4.63036  0.48372  0.73645  0.00000  0.00000  0.01039 -0.01586
  5.31127  0.55519  0.65242  0.00000  0.00000 -0.03517 -0.05478
  3.10429  0.40099  0.85285  0.00000  0.00000 -0.00287  0.01635
  5.40220  0.60490  0.64219  0.00000  0.00000 -0.03422 -0.02140
  5.10515  0.50024  0.68501  0.00000  0.00000  0.03484 -0.06386
  3.10473  0.39872  0.85212  0.00000  0.00000 -0.02003  0.01441
  5.34274  0.54295  0.65105  0.00000  0.00000 -0.01557 -0.06877
  4.31374  0.48347  0.76875  0.00000  0.00000  0.01394  0.01605
  5.16861  0.59422  0.67351  0.00000  0.00000  0.00248  0.01514
  4.50947  0.47290  0.74868  0.00000  0.00000  0.00648 -0.01385
  5.00728  0.51869  0.69009  0.00000  0.00000 -0.02091 -0.03875
  4.97439  0.56983  0.69458  0.00000  0.00000 -0.01699  0.01788
  3.21600  0.37245  0.84908  0.00000  0.00000  0.02277 -0.01234
  4.56951  0.54275  0.74091  0.00000  0.00000 -0.00798  0.04770
  5.31821  0.66130  0.64835  0.00000  0.00000 -0.06352  0.04402
  4.82561  0.50540  0.71722  0.00000  0.00000  0.02962 -0.01737
  4.69707  0.56612  0.72947  0.00000  0.00000  0.01265  0.05766
  3.25396  0.37066  0.84560  0.00000  0.00000 -0.01093 -0.01647
  5.05530  0.53048  0.69151  0.00000  0.00000  0.03880 -0.02515
  5.37781  0.68515  0.65141  0.00000  0.00000  0.02232  0.07407
  3.70210  0.42677  0.81598  0.00000  0.00000 -0.02914  0.00863
  2.82164  0.40261  0.86281  0.00000  0.00000  0.00916 -0.00152
  3.14588  0.39468  0.85113  0.00000  0.00000 -0.00243  0.01074
  5.40231  0.65241  0.64325  0.00000  0.00000 -0.02457  0.02783
  3.87190  0.44238  0.80670  0.00000  0.00000  0.01419  0.01329
  5.38426  0.59558  0.64418  0.00000  0.00000 -0.03387 -0.02793
  4.79814  0.45480  0.71702  0.00000  0.00000  0.00031 -0.06814
  3.05073  0.40445  0.85491  0.00000  0.00000 -0.00493  0.01868
  5.36697  0.45189  0.65351  0.00000  0.00000  0.03071 -0.15706
  4.56916  0.47865  0.74306  0.00000  0.00000  0.01206 -0.01414
  4.12023  0.47741  0.78541  0.00000  0.00000  0.00265  0.02544
  5.22565  0.53052  0.66610  0.00000  0.00000 -0.00308 -0.05885
  5.25679  0.62149  0.66657  0.00000  0.00000  0.03227  0.03222
  5.40217  0.61106  0.64263  0.00000  0.00000 -0.03065 -0.01411
  5.32591  0.53056  0.65520  0.00000  0.00000  0.00382 -0.07528
