#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.31611  0.47410  0.84780  0.00000  0.00000  0.01618  0.01188
  3.25196  0.32476  1.01679  0.00000  0.00000 -0.00450  0.02582
  1.63047 -0.07372  1.22334  0.00000  0.57695 -0.00964 -0.00316
  4.88492  0.55472  0.75822  0.00000  0.00000  0.01591  0.01386
  4.89953  0.55386  0.75042  0.00000  0.00000 -0.02013  0.00524
  5.17365  0.54144  0.72196  0.00000  0.00000  0.06722 -0.03765
  2.96794  0.24266  1.05987  0.00000  0.00000 -0.02437  0.00271
  4.01609  0.43062  0.89333  0.00000  0.00000 -0.00217  0.00644
  4.21620  0.42736  0.86325  0.00000  0.00000  0.01244 -0.02198
  4.22207  0.45930  0.85860  0.00000  0.00000 -0.01022  0.00580
  5.14014  0.53622  0.71960  0.00000  0.00000  0.01787 -0.04531
  5.25695  0.58283  0.70568  0.00000  0.00000  0.03998 -0.01502
  4.63826  0.51431  0.79380  0.00000  0.00000 -0.00231  0.00656
  3.50796  0.35484  0.98015  0.00000  0.00000  0.02328  0.01241
  1.31461  0.61889  1.19684  0.00000  0.00000 -0.01196  0.00784
  4.38502  0.49370  0.83116  0.00000  0.00000 -0.01868  0.01747
  4.20545  0.44426  0.86393  0.00000  0.00000  0.00596 -0.00448
  2.92159  0.19385  1.07263  0.00000  0.00000  0.00490 -0.02906
 -0.66909  0.71160  1.21178  0.00000  0.00000  0.00759 -0.00457
  5.06093  0.58744  0.73033  0.00000  0.00000  0.01011  0.01754
  4.39939  0.49392  0.83376  0.00000  0.00000  0.01184  0.02003
  4.66041  0.45752  0.79341  0.00000  0.00000  0.01740 -0.05070
  5.40405  0.55568  0.67565  0.00000  0.00000 -0.01236 -0.06962
  2.50857  0.13059  1.13134  0.00000  0.00000 -0.00238 -0.01971
  5.39512  0.64104  0.68702  0.00000  0.00000  0.05581  0.02710
  4.53246  0.46277  0.81319  0.00000  0.00000  0.01552 -0.02813
  4.52041  0.50857  0.81445  0.00000  0.00000  0.01132  0.01861
  4.17968  0.45273  0.87221  0.00000  0.00000  0.03165  0.01046
  3.63128  0.35473  0.95585  0.00000  0.00000 -0.00377 -0.01255
  2.42354  0.13594  1.13932  0.00000  0.00000 -0.01555 -0.00842
  4.27089  0.45171  0.85272  0.00000  0.00000  0.00191 -0.00643
  3.80055  0.39202  0.93175  0.00000  0.00000  0.01753  0.00229
  4.37542  0.46406  0.83649  0.00000  0.00000  0.00447 -0.00693
  4.85535  0.56311  0.76147  0.00000  0.00000  0.00733  0.02565
  4.51976  0.46028  0.82206  0.00000  0.00000  0.05897 -0.02379
  3.34300  0.31363  1.00154  0.00000  0.00000 -0.00721 -0.00525
  3.02031  0.24396  1.05501  0.00000  0.00000 -0.00123 -0.00287
  4.09325  0.38865  0.87964  0.00000  0.00000 -0.00933 -0.04685
  2.25841  0.16496  1.15555  0.00000  0.00000 -0.00896  0.02481
  5.48092  0.67165  0.66982  0.00000  0.00000  0.02192  0.04000
  3.81652  0.39102  0.92700  0.00000  0.00000  0.00488 -0.00380
  4.92162  0.53917  0.75373  0.00000  0.00000  0.02342 -0.00586
  4.40614  0.50411  0.83456  0.00000  0.00000  0.02351  0.03094
  5.49521  0.59404  0.66466  0.00000  0.00000 -0.00052 -0.04450
  2.77793  0.17563  1.09407  0.00000  0.00000 -0.00875 -0.01909
  4.29840  0.44814  0.84946  0.00000  0.00000  0.00877 -0.01228
  5.26599  0.55652  0.69300  0.00000  0.00000 -0.03436 -0.05250
  2.51819  0.16626  1.13020  0.00000  0.00000 -0.00246  0.01501
  5.38099  0.60404  0.67587  0.00000  0.00000 -0.03387 -0.02102
  4.95393  0.49404  0.75013  0.00000  0.00000  0.03238 -0.05485
  2.52132  0.16620  1.12811  0.00000  0.00000 -0.01719  0.01323
  5.30010  0.54464  0.69068  0.00000  0.00000 -0.01524 -0.06615
  3.87516  0.41289  0.91856  0.00000  0.00000  0.01130  0.01151
  5.05870  0.58406  0.72949  0.00000  0.00000  0.00233  0.01338
  4.13665  0.42925  0.87495  0.00000  0.00000  0.00528 -0.01003
  4.84190  0.50459  0.75941  0.00000  0.00000 -0.01942 -0.03510
  4.79213  0.54760  0.76770  0.00000  0.00000 -0.01574  0.01609
  2.62658  0.15074  1.11955  0.00000  0.00000  0.01959 -0.01133
  4.22521  0.48950  0.85867  0.00000  0.00000 -0.00665  0.03607
  5.28291  0.65716  0.68614  0.00000  0.00000 -0.06239  0.04260
  4.55750  0.47877  0.81089  0.00000  0.00000  0.02620 -0.01457
  4.38934  0.51852  0.83525  0.00000  0.00000  0.01088  0.04613
  2.67036  0.15810  1.10980  0.00000  0.00000 -0.00943 -0.01515
  4.88044  0.51488  0.76203  0.00000  0.00000  0.03603 -0.02196
  5.33328  0.68149  0.69129  0.00000  0.00000  0.02183  0.07122
  3.14256  0.28838  1.03103  0.00000  0.00000 -0.02568  0.00800
  2.23301  0.13902  1.15897  0.00000  0.00000  0.00775 -0.00139
  2.55933  0.16645  1.12530  0.00000  0.00000 -0.00209  0.00986
  5.37832  0.65041  0.67764  0.00000  0.00000 -0.02428  0.02726
  3.32446  0.32322  1.00774  0.00000  0.00000  0.01260  0.01237
  5.35847  0.59414  0.67918  0.00000  0.00000 -0.03344 -0.02731
  4.53405  0.43666  0.81049  0.00000  0.00000  0.00027 -0.05717
  2.46467  0.16410  1.13608  0.00000  0.00000 -0.00421  0.01712
  5.31840  0.45742  0.69484  0.00000  0.00000  0.02998 -0.15040
  4.21446  0.43886  0.86314  0.00000  0.00000  0.00999 -0.01059
  3.63299  0.38767  0.95656  0.00000  0.00000  0.00227  0.02124
  5.14038  0.53133  0.71648  0.00000  0.00000 -0.00294 -0.05385
  5.16858  0.61363  0.71730  0.00000  0.00000  0.03079  0.02948
  5.37938  0.61042  0.67662  0.00000  0.00000 -0.03031 -0.01384
  5.27405  0.53441  0.69771  0.00000  0.00000  0.00372 -0.07175
  5.41683  0.53507  0.67523  0.00000  0.00000 -0.00257 -0.09070
  3.83970  0.41069  0.92392  0.00000  0.00000  0.00869  0.01366
  5.23377  0.59245  0.70079  0.00000  0.00000 -0.01697 -0.01107
  3.78949  0.37438  0.92963  0.00000  0.00000 -0.00643 -0.01773
  2.25771  0.14260  1.15488  0.00000  0.00000 -0.01768  0.00262
  3.68680  0.38911  0.94293  0.00000  0.00000 -0.02715  0.00898
  1.98149  0.16342  1.17420  0.00000  0.00000  0.00112 -0.00157
  3.63993  0.39397  0.95024  0.00000  0.00000 -0.02973  0.02174
  0.41422  0.64705  1.20598  0.00000  0.00000 -0.01134 -0.02072
  2.81201  0.22225  1.09109  0.00000  0.00000  0.00626  0.02417
  5.21939  0.61783  0.70449  0.00000  0.00000 -0.00576  0.01869
  2.46690  0.14352  1.13567  0.00000  0.00000 -0.00543 -0.00393
  3.14043  0.26038  1.03546  0.00000  0.00000 -0.00014 -0.01462
  4.19484  0.45439  0.86658  0.00000  0.00000  0.01168  0.00757
  4.87850  0.54428  0.76132  0.00000  0.00000  0.02947  0.00665
  4.92975  0.56198  0.75002  0.00000  0.00000  0.00756  0.01300
  5.42722  0.67554  0.67769  0.00000  0.00000  0.02496  0.05245
  5.48373  0.68058  0.67037  0.00000  0.00000  0.02880  0.04953
  3.95252  0.43054  0.90367  0.00000  0.00000 -0.00226  0.01518
  4.15721  0.44239  0.86932  0.00000  0.00000 -0.00894 -0.00191
  3.58853  0.37465  0.95898  0.00000  0.00000 -0.02756  0.01085
  5.48367  0.71397  0.67060  0.00000  0.00000  0.03047  0.08317
  2.86227  0.20427  1.08028  0.00000  0.00000 -0.00889 -0.00874
  4.93987  0.54042  0.75009  0.00000  0.00000  0.01811 -0.00850
  4.96688  0.60053  0.73995  0.00000  0.00000 -0.02074  0.04095
  3.78739  0.39124  0.93165  0.00000  0.00000  0.00379  0.00134
  3.91200  0.41616  0.90925  0.00000  0.00000 -0.00880  0.00587
  5.35466  0.61718  0.68471  0.00000  0.00000 -0.00049  0.00158
  5.12009  0.64331  0.72112  0.00000  0.00000  0.00804  0.06333
  4.60045  0.52731  0.79786  0.00000  0.00000 -0.01371  0.02280
  4.42939  0.48385  0.82526  0.00000  0.00000 -0.01161  0.00285
  5.29514  0.60609  0.69651  0.00000  0.00000  0.01732 -0.00073
  5.43437  0.55536  0.67701  0.00000  0.00000  0.02741 -0.06847
  5.23045  0.62326  0.70586  0.00000  0.00000  0.01472  0.02560
  3.19668  0.28523  1.02750  0.00000  0.00000  0.00644 -0.00010
  5.38808  0.60671  0.67994  0.00000  0.00000  0.00138 -0.01394
  5.22053  0.58981  0.70969  0.00000  0.00000  0.03107 -0.00350
  3.70384  0.35689  0.94096  0.00000  0.00000 -0.02267 -0.02488
  5.09939  0.55777  0.72675  0.00000  0.00000  0.02478 -0.01576
