#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.32341  0.46554  0.84135  0.00000  0.00000  0.01624  0.01196
  3.27742  0.30676  1.00890  0.00000  0.00000 -0.00452  0.02591
  1.79832 -0.08853  1.21358  0.00000  0.57695 -0.00993 -0.00326
  4.89175  0.54772  0.75252  0.00000  0.00000  0.01595  0.01392
  4.90614  0.54716  0.74477  0.00000  0.00000 -0.02019  0.00526
  5.18095  0.53320  0.71655  0.00000  0.00000  0.06748 -0.03794
  2.99731  0.21724  1.05159  0.00000  0.00000 -0.02455  0.00272
  4.02517  0.42011  0.88650  0.00000  0.00000 -0.00219  0.00651
  4.22352  0.41907  0.85668  0.00000  0.00000  0.01250 -0.02213
  4.22977  0.45047  0.85206  0.00000  0.00000 -0.01026  0.00584
  5.14716  0.52854  0.71421  0.00000  0.00000  0.01794 -0.04566
  5.26325  0.57447  0.70040  0.00000  0.00000  0.04011 -0.01511
  4.64430  0.50789  0.78780  0.00000  0.00000 -0.00232  0.00659
  3.52849  0.33855  0.97257  0.00000  0.00000  0.02338  0.01244
  1.27627  0.58038  1.18732  0.00000  0.00000 -0.01187  0.00778
  4.39228  0.48531  0.82485  0.00000  0.00000 -0.01876  0.01757
  4.21301  0.43598  0.85734  0.00000  0.00000  0.00599 -0.00451
  2.94962  0.16561  1.06424  0.00000  0.00000  0.00494 -0.02918
 -0.63296  0.69938  1.20213  0.00000  0.00000  0.00771 -0.00465
  5.06818  0.58005  0.72485  0.00000  0.00000  0.01015  0.01769
  4.40589  0.48683  0.82742  0.00000  0.00000  0.01188  0.02014
  4.66666  0.45053  0.78741  0.00000  0.00000  0.01745 -0.05091
  5.40588  0.54857  0.67061  0.00000  0.00000 -0.01237 -0.06973
  2.55043  0.09856  1.12242  0.00000  0.00000 -0.00241 -0.01984
  5.39684  0.63315  0.68190  0.00000  0.00000  0.05586  0.02714
  4.53890  0.45629  0.80703  0.00000  0.00000  0.01557 -0.02827
  4.52686  0.50229  0.80828  0.00000  0.00000  0.01136  0.01870
  4.18820  0.44354  0.86556  0.00000  0.00000  0.03181  0.01055
  3.64680  0.34118  0.94848  0.00000  0.00000 -0.00379 -0.01258
  2.46940  0.10197  1.13033  0.00000  0.00000 -0.01575 -0.00848
  4.27839  0.44318  0.84623  0.00000  0.00000  0.00192 -0.00647
  3.81256  0.38049  0.92459  0.00000  0.00000  0.01757  0.00229
  4.38164  0.45704  0.83013  0.00000  0.00000  0.00449 -0.00696
  4.86198  0.55643  0.75574  0.00000  0.00000  0.00735  0.02575
  4.52673  0.45255  0.81583  0.00000  0.00000  0.05917 -0.02391
  3.36743  0.29626  0.99377  0.00000  0.00000 -0.00725 -0.00526
  3.04949  0.21984  1.04678  0.00000  0.00000 -0.00124 -0.00289
  4.10129  0.37928  0.87292  0.00000  0.00000 -0.00938 -0.04725
  2.31168  0.12665  1.14641  0.00000  0.00000 -0.00910  0.02502
  5.48133  0.66460  0.66483  0.00000  0.00000  0.02193  0.04002
  3.82847  0.37889  0.91988  0.00000  0.00000  0.00490 -0.00381
  4.92840  0.53233  0.74806  0.00000  0.00000  0.02349 -0.00588
  4.41257  0.49691  0.82822  0.00000  0.00000  0.02358  0.03110
