#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.32921  0.45729  0.83815  0.00000  0.00000  0.01629  0.01202
  3.29824  0.28710  1.00410  0.00000  0.00000 -0.00455  0.02598
  2.00328 -0.10485  1.20631  0.00000  0.57695 -0.01030 -0.00337
  4.89286  0.54191  0.75002  0.00000  0.00000  0.01596  0.01392
  4.90720  0.54115  0.74233  0.00000  0.00000 -0.02020  0.00526
  5.18211  0.52720  0.71431  0.00000  0.00000  0.06753 -0.03799
  3.02287  0.19264  1.04633  0.00000  0.00000 -0.02471  0.00273
  4.03302  0.41033  0.88291  0.00000  0.00000 -0.00220  0.00657
  4.23011  0.40937  0.85335  0.00000  0.00000  0.01254 -0.02227
  4.23613  0.44158  0.84877  0.00000  0.00000 -0.01030  0.00588
  5.14818  0.52191  0.71198  0.00000  0.00000  0.01795 -0.04571
  5.26247  0.56724  0.69826  0.00000  0.00000  0.04009 -0.01510
  4.64800  0.50088  0.78503  0.00000  0.00000 -0.00232  0.00661
  3.54280  0.32501  0.96815  0.00000  0.00000  0.02346  0.01247
  1.20107  0.44242  1.18041  0.00000  0.00000 -0.01170  0.00767
  4.39716  0.47838  0.82179  0.00000  0.00000 -0.01880  0.01764
  4.21957  0.42622  0.85401  0.00000  0.00000  0.00601 -0.00454
  2.97621  0.13851  1.05884  0.00000  0.00000  0.00497 -0.02929
 -0.48704  0.68181  1.19501  0.00000  0.00000  0.00818 -0.00498
  5.06878  0.57460  0.72255  0.00000  0.00000  0.01016  0.01770
  4.41119  0.47874  0.82434  0.00000  0.00000  0.01191  0.02022
  4.67023  0.44355  0.78465  0.00000  0.00000  0.01748 -0.05103
  5.40619  0.54513  0.66868  0.00000  0.00000 -0.01238 -0.06975
  2.59627  0.06715  1.11633  0.00000  0.00000 -0.00244 -0.01997
  5.39768  0.62909  0.67988  0.00000  0.00000  0.05588  0.02716
  4.54307  0.44916  0.80412  0.00000  0.00000  0.01560 -0.02835
  4.53108  0.49466  0.80536  0.00000  0.00000  0.01138  0.01875
  4.19481  0.43410  0.86215  0.00000  0.00000  0.03193  0.01062
  3.65884  0.32861  0.94431  0.00000  0.00000 -0.00380 -0.01260
  2.51910  0.07150  1.12414  0.00000  0.00000 -0.01598 -0.00855
  4.28436  0.43462  0.84299  0.00000  0.00000  0.00192 -0.00651
  3.82254  0.36961  0.92065  0.00000  0.00000  0.01761  0.00230
  4.38713  0.44905  0.82703  0.00000  0.00000  0.00450 -0.00699
  4.86345  0.55087  0.75322  0.00000  0.00000  0.00735  0.02577
  4.53210  0.44436  0.81284  0.00000  0.00000  0.05933 -0.02400
  3.38596  0.27860  0.98914  0.00000  0.00000 -0.00728 -0.00528
  3.07515  0.19561  1.04157  0.00000  0.00000 -0.00124 -0.00290
  4.10864  0.36901  0.86945  0.00000  0.00000 -0.00942 -0.04762
  2.37222  0.09400  1.14002  0.00000  0.00000 -0.00927  0.02526
  5.48132  0.66205  0.66293  0.00000  0.00000  0.02193  0.04002
  3.83855  0.36752  0.91598  0.00000  0.00000  0.00491 -0.00381
  4.92945  0.52673  0.74559  0.00000  0.00000  0.02350 -0.00589
  4.41805  0.48912  0.82513  0.00000  0.00000  0.02365  0.03124
  5.49559  0.58339  0.65784  0.00000  0.00000 -0.00052 -0.04451
  2.83447  0.11342  1.07984  0.00000  0.00000 -0.00888 -0.01925
  4.31117  0.43181  0.83979  0.00000  0.00000  0.00883 -0.01242
  5.26815  0.54246  0.68577  0.00000  0.00000 -0.03440 -0.05261
  2.60458  0.10373  1.11521  0.00000  0.00000 -0.00252  0.01520
  5.38311  0.59366  0.66890  0.00000  0.00000 -0.03390 -0.02105
  4.96178  0.48106  0.74205  0.00000  0.00000  0.03249 -0.05509
  2.60562  0.10375  1.11317  0.00000  0.00000 -0.01760  0.01340
  5.30242  0.53138  0.68349  0.00000  0.00000 -0.01526 -0.06629
  3.89497  0.39199  0.90769  0.00000  0.00000  0.01134  0.01154
  5.06667  0.57098  0.72173  0.00000  0.00000  0.00234  0.01351
  4.15217  0.41025  0.86484  0.00000  0.00000  0.00533 -0.01019
  4.84979  0.49168  0.75119  0.00000  0.00000 -0.01949 -0.03526
  4.80051  0.53488  0.75935  0.00000  0.00000 -0.01580  0.01617
  2.70469  0.08847  1.10478  0.00000  0.00000  0.02001 -0.01146
  4.23929  0.47216  0.84884  0.00000  0.00000 -0.00670  0.03654
  5.28521  0.64557  0.67901  0.00000  0.00000 -0.06246  0.04269
  4.56894  0.46396  0.80185  0.00000  0.00000  0.02635 -0.01469
  4.40115  0.50392  0.82581  0.00000  0.00000  0.01095  0.04657
  2.73901  0.09593  1.09525  0.00000  0.00000 -0.00960 -0.01530
  4.88867  0.50253  0.75377  0.00000  0.00000  0.03615 -0.02206
  5.33556  0.66829  0.68409  0.00000  0.00000  0.02186  0.07136
  3.19236  0.24761  1.01806  0.00000  0.00000 -0.02598  0.00806
  2.35129  0.06569  1.14337  0.00000  0.00000  0.00803 -0.00142
  2.64122  0.10453  1.11042  0.00000  0.00000 -0.00213  0.00998
  5.38042  0.64072  0.67063  0.00000  0.00000 -0.02431  0.02731
  3.36899  0.28783  0.99522  0.00000  0.00000  0.01273  0.01244
  5.36059  0.58392  0.67216  0.00000  0.00000 -0.03348 -0.02736
  4.54549  0.42117  0.80146  0.00000  0.00000  0.00028 -0.05765
  2.55743  0.10022  1.12096  0.00000  0.00000 -0.00433  0.01737
  5.32068  0.44247  0.68758  0.00000  0.00000  0.03001 -0.15071
  4.22830  0.42106  0.85324  0.00000  0.00000  0.01007 -0.01073
  3.66069  0.36167  0.94500  0.00000  0.00000  0.00229  0.02132
  5.14800  0.51641  0.70891  0.00000  0.00000 -0.00295 -0.05429
  5.17644  0.59962  0.70972  0.00000  0.00000  0.03092  0.02972
