#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.70074  0.52469  0.71452  0.00000  0.00000  0.01960  0.01583
  3.89533  0.46779  0.77677  0.00000  0.00000 -0.00518  0.02811
  2.16909 -0.11025  0.83625  0.00000  0.57695 -0.01087 -0.00347
  5.07755  0.57524  0.67506  0.00000  0.00000  0.01739  0.01626
  5.07278  0.57053  0.67137  0.00000  0.00000 -0.02198  0.00606
  5.29283  0.54345  0.65756  0.00000  0.00000  0.07157 -0.04237
  3.64271  0.42801  0.79049  0.00000  0.00000 -0.02852  0.00297
  4.48204  0.49683  0.73274  0.00000  0.00000 -0.00284  0.00994
  4.63019  0.47027  0.72084  0.00000  0.00000  0.01545 -0.03058
  4.62217  0.51166  0.71895  0.00000  0.00000 -0.01259  0.00798
  5.25067  0.53759  0.65639  0.00000  0.00000  0.01896 -0.05077
  5.33720  0.58357  0.64939  0.00000  0.00000  0.04165 -0.01619
  4.90662  0.54532  0.69134  0.00000  0.00000 -0.00260  0.00775
  4.11422  0.46726  0.76445  0.00000  0.00000  0.02745  0.01501
  1.88021  0.64772  0.82945  0.00000  0.00000 -0.01323  0.00867
  4.73000  0.53950  0.70757  0.00000  0.00000 -0.02210  0.02238
  4.61928  0.49416  0.72111  0.00000  0.00000  0.00741 -0.00625
  3.60804  0.38965  0.79442  0.00000  0.00000  0.00576 -0.03194
  0.57317  0.67856  0.83331  0.00000  0.00000  0.01118 -0.00697
  5.19394  0.60031  0.66168  0.00000  0.00000  0.01089  0.02032
  4.75512  0.54160  0.70867  0.00000  0.00000  0.01406  0.02577
  4.93041  0.47795  0.69117  0.00000  0.00000  0.01957 -0.05981
  5.42926  0.55479  0.63379  0.00000  0.00000 -0.01251 -0.07111
  3.19666  0.39403  0.81166  0.00000  0.00000 -0.00285 -0.02179
