#      BASTI - SYNTHETIC COLOR-MAGNITUDE DIAGRAM - v. 1.0 
#===============================================================
#   mag      col     Mass     var1     var2     Dmag     Dcol
#===============================================================
  4.56282  0.51826  0.76772  0.00000  0.00000  0.01837  0.01441
  3.68065  0.43693  0.86129  0.00000  0.00000 -0.00495  0.02734
  1.89921 -0.09176  0.95768  0.00000  0.57695 -0.01010 -0.00331
  5.01069  0.57939  0.71178  0.00000  0.00000  0.01675  0.01499
  5.01277  0.57703  0.70668  0.00000  0.00000 -0.02122  0.00563
  5.24728  0.55155  0.68775  0.00000  0.00000  0.06991 -0.04056
  3.41486  0.38762  0.88290  0.00000  0.00000 -0.02712  0.00288
  4.31757  0.48666  0.79440  0.00000  0.00000 -0.00261  0.00871
  4.48314  0.46656  0.77690  0.00000  0.00000  0.01438 -0.02753
  4.47993  0.50413  0.77415  0.00000  0.00000 -0.01175  0.00721
  5.20746  0.54555  0.68616  0.00000  0.00000  0.01854 -0.04864
  5.30262  0.58884  0.67668  0.00000  0.00000  0.04093 -0.01569
  4.81128  0.54609  0.73456  0.00000  0.00000 -0.00250  0.00733
  3.90920  0.44295  0.84222  0.00000  0.00000  0.02535  0.01307
  1.85074  0.63907  0.94629  0.00000  0.00000 -0.01316  0.00863
  4.60644  0.53439  0.75768  0.00000  0.00000 -0.02088  0.02062
  4.47237  0.48790  0.77730  0.00000  0.00000  0.00690 -0.00562
  3.37586  0.34821  0.88914  0.00000  0.00000  0.00547 -0.03097
  0.45943  0.68110  0.95274  0.00000  0.00000  0.01090 -0.00680
  5.14598  0.60568  0.69337  0.00000  0.00000  0.01061  0.01932
  4.62799  0.53550  0.75926  0.00000  0.00000  0.01327  0.02372
  4.83448  0.48248  0.73432  0.00000  0.00000  0.01880 -0.05657
  5.41756  0.56241  0.65583  0.00000  0.00000 -0.01244 -0.07042
  2.95949  0.33888  0.91694  0.00000  0.00000 -0.00269 -0.02107
  5.42055  0.64943  0.66380  0.00000  0.00000  0.05650  0.02769
  4.73379  0.49311  0.74667  0.00000  0.00000  0.01705 -0.03225
  4.72329  0.54558  0.74745  0.00000  0.00000  0.01246  0.02138
  4.46084  0.50291  0.78216  0.00000  0.00000  0.03695  0.01334
  4.00466  0.43061  0.82923  0.00000  0.00000 -0.00409 -0.01323
  2.87232  0.35304  0.92061  0.00000  0.00000 -0.01758 -0.00901
  4.52297  0.49263  0.77065  0.00000  0.00000  0.00218 -0.00788
  4.15012  0.45964  0.81604  0.00000  0.00000  0.01991  0.00277
  4.60598  0.50195  0.76091  0.00000  0.00000  0.00502 -0.00824
  4.98489  0.59004  0.71389  0.00000  0.00000  0.00773  0.02761
  4.73829  0.49104  0.75213  0.00000  0.00000  0.06535 -0.02760
  3.76197  0.41270  0.85343  0.00000  0.00000 -0.00790 -0.00554
  3.46765  0.38441  0.88051  0.00000  0.00000 -0.00136 -0.00306
  4.37675  0.42383  0.78649  0.00000  0.00000 -0.01099 -0.06105
  2.71048  0.39932  0.92799  0.00000  0.00000 -0.01020  0.02660
  5.48742  0.67885  0.65171  0.00000  0.00000  0.02199  0.04021
  4.15955  0.45451  0.81340  0.00000  0.00000  0.00560 -0.00463
  5.04179  0.56178  0.70884  0.00000  0.00000  0.02467 -0.00645
  4.63705  0.54804  0.75974  0.00000  0.00000  0.02635  0.03666
  5.49631  0.59917  0.64805  0.00000  0.00000 -0.00052 -0.04454
  3.22927  0.35003  0.89947  0.00000  0.00000 -0.00979 -0.02036
  4.54660  0.48734  0.76871  0.00000  0.00000  0.00998 -0.01495
  5.29570  0.56275  0.66795  0.00000  0.00000 -0.03489 -0.05400
  2.96928  0.37587  0.91642  0.00000  0.00000 -0.00278  0.01604
  5.39446  0.61149  0.65599  0.00000  0.00000 -0.03409 -0.02126
  5.06974  0.51028  0.70648  0.00000  0.00000  0.03415 -0.06130
  2.96988  0.37462  0.91545  0.00000  0.00000 -0.01938  0.01413
  5.32865  0.55043  0.66634  0.00000  0.00000 -0.01546 -0.06790
  4.20894  0.47844  0.80869  0.00000  0.00000  0.01313  0.01460
  5.14218  0.60159  0.69281  0.00000  0.00000  0.00244  0.01472
  4.41699  0.47489  0.78376  0.00000  0.00000  0.00618 -0.01290
  4.96704  0.52607  0.71255  0.00000  0.00000 -0.02046 -0.03771
  4.92867  0.57493  0.71793  0.00000  0.00000 -0.01668  0.01743
  3.08094  0.34931  0.91148  0.00000  0.00000  0.02204 -0.01211
  4.48368  0.54169  0.77419  0.00000  0.00000 -0.00765  0.04480
  5.30642  0.66554  0.66318  0.00000  0.00000 -0.06314  0.04354
  4.75687  0.51029  0.74524  0.00000  0.00000  0.02874 -0.01665
  4.61942  0.56580  0.76016  0.00000  0.00000  0.01220  0.05475
  3.12086  0.34765  0.90692  0.00000  0.00000 -0.01058 -0.01617
  5.01247  0.53816  0.71426  0.00000  0.00000  0.03803 -0.02386
  5.36268  0.69106  0.66677  0.00000  0.00000  0.02216  0.07310
  3.57722  0.40996  0.86853  0.00000  0.00000 -0.02837  0.00849
  2.68757  0.37639  0.92953  0.00000  0.00000  0.00884 -0.00149
  3.01001  0.37105  0.91415  0.00000  0.00000 -0.00235  0.01054
  5.39442  0.65833  0.65723  0.00000  0.00000 -0.02448  0.02764
  3.74968  0.42775  0.85664  0.00000  0.00000  0.01384  0.01309
  5.37651  0.60120  0.65832  0.00000  0.00000 -0.03374 -0.02774
  4.73047  0.46182  0.74500  0.00000  0.00000  0.00030 -0.06533
  2.91531  0.37908  0.91912  0.00000  0.00000 -0.00476  0.01832
  5.35112  0.45964  0.66922  0.00000  0.00000  0.03047 -0.15489
  4.48085  0.48093  0.77683  0.00000  0.00000  0.01154 -0.01326
  4.00760  0.46602  0.82961  0.00000  0.00000  0.00246  0.02247
  5.20206  0.53900  0.68405  0.00000  0.00000 -0.00304 -0.05747
  5.23289  0.62729  0.68460  0.00000  0.00000  0.03187  0.03148
  5.39379  0.61802  0.65651  0.00000  0.00000 -0.03052 -0.01401
  5.30874  0.53822  0.67121  0.00000  0.00000  0.00379 -0.07411
  5.43018  0.54126  0.65553  0.00000  0.00000 -0.00259 -0.09172
  4.17935  0.47777  0.81169  0.00000  0.00000  0.01001  0.01691
  5.27087  0.59806  0.67333  0.00000  0.00000 -0.01730 -0.01148
  4.13354  0.43658  0.81486  0.00000  0.00000 -0.00734 -0.02110
  2.70841  0.37468  0.92769  0.00000  0.00000 -0.02012  0.00281
  4.04413  0.46041  0.82219  0.00000  0.00000 -0.03022  0.00983
  2.45009  0.41823  0.93633  0.00000  0.00000  0.00129 -0.00170
  4.00496  0.46946  0.82618  0.00000  0.00000 -0.03263  0.02290
  1.14586  0.63879  0.95025  0.00000  0.00000 -0.01322 -0.02416
  3.26544  0.39723  0.89804  0.00000  0.00000  0.00701  0.02577
  5.26184  0.62477  0.67587  0.00000  0.00000 -0.00589  0.01949
  2.91754  0.35673  0.91893  0.00000  0.00000 -0.00614 -0.00420
  3.58006  0.38339  0.87076  0.00000  0.00000 -0.00015 -0.01552
  4.46588  0.50193  0.77886  0.00000  0.00000  0.01355  0.00955
  5.00901  0.56974  0.71379  0.00000  0.00000  0.03109  0.00720
  5.04411  0.58592  0.70642  0.00000  0.00000  0.00797  0.01428
  5.44379  0.68379  0.65726  0.00000  0.00000  0.02516  0.05317
  5.49079  0.68804  0.65210  0.00000  0.00000  0.02890  0.04980
  4.26697  0.49191  0.80029  0.00000  0.00000 -0.00269  0.02011
  4.42768  0.48950  0.78047  0.00000  0.00000 -0.01039 -0.00243
